QuestionPicture;RightAnswer;UserAnswer;ElapsedTime
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness112.jpg;Sadness;Happiness;0,87
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness16.jpg;Happiness;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear22.jpg;Fear;Happiness;0,44
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment36.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger313.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear38.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness111.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust30.jpg;Disgust;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness213.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness310.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust29.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness20.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness37.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust110.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment310.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness32.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment23.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear17.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger32.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger23.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness35.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger11.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust15.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust33.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness210.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger29.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger26.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness11.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness213.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger20.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust28.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness21.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust31.jpg;Disgust;Happiness;0,01
