QuestionPicture;RightAnswer;UserAnswer;ElapsedTime
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment35.jpg;Astonishment;Sadness;1,00
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness211.jpg;Sadness;Sadness;0,04
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment17.jpg;Astonishment;Sadness;0,48
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust36.jpg;Disgust;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness16.jpg;Sadness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness11.jpg;Happiness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness26.jpg;Sadness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness29.jpg;Happiness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear35.jpg;Fear;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness15.jpg;Happiness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear23.jpg;Fear;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness35.jpg;Happiness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness30.jpg;Happiness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger38.jpg;Anger;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear26.jpg;Fear;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger21.jpg;Anger;Sadness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness32.jpg;Sadness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear19.jpg;Fear;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust33.jpg;Disgust;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear39.jpg;Fear;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness115.jpg;Sadness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust13.jpg;Disgust;Sadness;0,00
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust27.jpg;Disgust;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment24.jpg;Astonishment;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust29.jpg;Disgust;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger13.jpg;Anger;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust11.jpg;Disgust;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment26.jpg;Astonishment;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness31.jpg;Sadness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger16.jpg;Anger;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger33.jpg;Anger;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness22.jpg;Happiness;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger20.jpg;Anger;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment34.jpg;Astonishment;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear15.jpg;Fear;Sadness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment19.jpg;Astonishment;Sadness;0,01
